stop_id,stop_name,capacity,latitude,longitude,category
U106008,客家文化主題公園,15,25.02069,121.52456,中
U106009,河堤國小,27,25.02277,121.52289,高
U106010,紀州庵,25,25.02092,121.52049,高
U106011,捷運臺電大樓站(5號出口),14,25.02075,121.52771,中
U106012,捷運臺電大樓站(4號出口),13,25.02102,121.52751,中
U106013,羅斯福三段金門街口,15,25.02345,121.52498,高
U106014,牯嶺公園,46,25.02338,121.51889,高
U106015,捷運古亭站(8號出口),15,25.02701,121.52164,中
U106016,捷運古亭站(7號出口),12,25.02805,121.52155,中
U106017,南昌公園,41,25.02698,121.52081,高
U106018,和平重慶路口,46,25.02723,121.51659,高
U106019,孫立人將軍官邸,23,25.02933,121.51854,高
U106020,羅斯福路二段6巷口,14,25.02923,121.52058,高
U106021,金華杭州南路口,21,25.031,121.52211,高
U106022,捷運中正紀念堂站(3號出口),18,25.03239,121.51866,中
U106023,捷運中正紀念堂站(4號出口),21,25.03376,121.51772,高
U106024,重慶南海路口西南側,16,25.03124,121.51459,高
U106025,螢橋國小,32,25.02626,121.51402,高
U106026,古亭智慧圖書館,14,25.02543,121.51052,高
U106027,永昌公園,15,25.02643,121.50936,高
U106028,中華路二段409巷口,15,25.02598,121.50806,高
U106029,南機場夜市(中華路二段),41,25.02886,121.50518,高
U106030,南海和平路口西南側,19,25.03024,121.50904,高
U106031,莒光和平路口,20,25.03132,121.50745,高
U106037,水源路11-1號旁,19,25.01602,121.52565,中
U106038,南門國中,29,25.03543,121.50834,高
U106039,捷運小南門站(2號出口),18,25.03567,121.51006,中
U106040,介壽公園,23,25.03907,121.5138,中
U106041,中華貴陽街口,20,25.03938,121.50772,高
U106042,華山文創園區,39,25.04367,121.52849,中
U106043,捷運善導寺站(1號出口),33,25.04527,121.5222,中
U106044,濟南紹興路口,39,25.04193,121.52459,高
U106046,林森仁愛路口,13,25.03915,121.52163,中
U106047,中正運動中心,30,25.03786,121.51985,中
U106048,信義杭州路口,47,25.0357,121.5241,高
U106049,捷運善導寺站(3號出口),20,25.04428,121.52336,中
U106050,捷運小南門站(1號出口),46,25.03648,121.50951,高
U106051,延平南路133巷口,17,25.03792,121.50846,高
U106052,捷運西門站(2號出口),36,25.0416,121.50842,中
U106053,寶慶博愛路口,27,25.04129,121.5112,高
U106054,法務部,27,25.03705,121.51249,中
U106055,臺北市立大學(博愛校區),59,25.03545,121.51327,高
U106056,國家圖書館,36,25.03763,121.51709,中
U106057,市民金山路口,30,25.0459,121.53068,中
U106058,聯合醫院和平院區,32,25.03516,121.50641,高
U106059,中山堂,29,25.04412,121.51025,高
U106060,中華漢口街口,19,25.04533,121.50944,中
U106061,中華路一段21巷口,22,25.04677,121.50989,高
U106062,捷運臺大醫院站(4號出口),60,25.04297,121.51643,高
U106063,寶藏巖觀音亭,23,25.01027,121.5331,高
U106064,師大水源路口,21,25.0203,121.52302,中
U106065,中山徐州路口,16,25.04176,121.51866,中
U106066,信義連雲街口,31,25.03377,121.53041,高
U106067,臺北轉運站,68,25.04842,121.51994,高
U106068,莒光大埔街口,32,25.03132,121.50519,高
U106069,捷運忠孝新生站(2號出口),32,25.04235,121.53222,中
U106070,光華商場,28,25.04478,121.53274,中
U106071,中山青島路口,30,25.04503,121.51968,高
U106072,捷運中正紀念堂站(5號出口),29,25.03526,121.5168,中
U106073,北平東杭州北路口,20,25.04553,121.52736,中
U106074,王貫英先生紀念圖書館,15,25.02266,121.52362,高
U106075,金山信義路口,25,25.03443,121.52721,高
U106077,林森徐州路口,16,25.04094,121.52215,高
U106078,徐州杭州路口,19,25.04023,121.52565,高
U106079,捷運中正紀念堂站(6號出口),17,25.03615,121.5166,中
U106080,捷運臺北車站(M2出口),20,25.04821,121.51903,中
U106083,臺北市國父史蹟館(逸仙公園),31,25.04779,121.52042,中
U106084,捷運西門站(5號出口),30,25.04244,121.50864,高
U106085,弘道國中,18,25.03828,121.51524,中
U106086,臺北市第一女子高級中學,17,25.0385,121.51288,中
U106087,台北市替代役中心,15,25.01808,121.5275,高
U106088,紹興徐州路口,18,25.04051,121.52401,高
U106089,羅斯福寧波東街口,20,25.03145,121.51941,中
U106090,自來水園區,30,25.01328,121.53004,中
U106091,仁愛林森路口,20,25.03895,121.52233,中
U106092,捷運西門站(3號出口),36,25.04178,121.50869,高
U106093,仁愛金山路口,9,25.0384,121.52801,中
U106094,杭州南路一段101巷口,14,25.03746,121.52799,中
U106095,仁愛杭州路口,15,25.03846,121.52497,高
U106096,龍興里活動中心,21,25.02815,121.51108,中
U106097,植物園,22,25.0299,121.51033,高
U106098,郵政博物館,20,25.03158,121.51464,高
U106099,林森北平路口,20,25.04659,121.52377,中
U106100,北平紹興路口,15,25.04597,121.52579,中
U106101,天津北平路口,15,25.04692,121.52208,高
U106102,捷運忠孝新生站(1號出口),19,25.04272,121.53207,中
U106103,捷運忠孝新生站(5號出口),13,25.04113,121.53273,中
U106104,捷運臺大醫院站(1號出口),19,25.04074,121.51586,中
U106105,臺大醫院兒童醫院,22,25.04461,121.5188,中
U106106,林森濟南路口(東北側),15,25.0425,121.5227,中
U106107,仁愛紹興街口(南側),17,25.03837,121.52345,中
U106108,中華南海路口,15,25.02703,121.50686,高
U106109,立法院台北會館,15,25.03371,121.51068,高
U106110,捷運善導寺站(3號出口)(忠孝東路側),17,25.04467,121.52357,中
U106111,國家音樂廳,22,25.03788,121.51904,中
U106112,忠孝西重慶南路口,33,25.04724,121.51272,高
U106113,濟南路二段8巷口,15,25.04127,121.52697,高
U106114,仁愛金山路口(東南側),14,25.03811,121.52855,中
U106115,臺灣文學基地,15,25.04148,121.5287,高
U106116,重慶南詔安街口,15,25.02507,121.51645,中
U106117,文光公園,17,25.03898,121.53058,高
U106118,捷運中正紀念堂站(2號出口),12,25.03212,121.51861,中
U106119,螢圃里小公園,19,25.02484,121.51973,中
U106120,螢橋公園,15,25.02682,121.51737,中
U106121,泉州寧波西街口,30,25.02965,121.51415,高
U107001,通北街65巷口,16,25.08251,121.54004,高
U107002,圓山風景區,15,25.07805,121.5295,高
U107003,樂群二堤頂大道口,20,25.0803,121.56251,中
U107004,劍潭社區,13,25.08524,121.53748,中
U107005,培英公園,30,25.08258,121.54462,高
U107006,樂群二明水路口,20,25.08009,121.55226,高
U107007,北安大直街口,15,25.08474,121.54968,高
U107008,捷運劍南路站(2號出口),86,25.08401,121.55535,高
U107009,樂群二敬業三路口,20,25.07985,121.55609,中
U107010,樂群二敬業四路口,36,25.07976,121.55813,高
U107011,捷運大直站(3號出口),34,25.07923,121.5473,高
U107012,復興市民路口,45,25.04585,121.54375,高
U107013,南京遼寧街口,34,25.05176,121.54217,中
U107014,伊通長安路口,21,25.04833,121.53469,高
U107015,新生長安路口,20,25.04861,121.52935,中
U107016,市民林森路口,29,25.04796,121.52439,高
U107017,南京新生路口,30,25.05194,121.52766,高
U107018,一江公園,22,25.05316,121.53146,中
U107019,松江公園,25,25.05025,121.53273,中
U107020,新生長春路口,20,25.05639,121.52752,中
U107021,第二果菜批發市場,28,25.06642,121.53735,高
U107022,民生建國路口,26,25.05778,121.53692,高
U107023,興安華城,62,25.05606,121.54175,高
U107024,捷運中山國中站,62,25.06106,121.54406,高
U107025,龍江錦州街口,16,25.06045,121.54077,高
U107026,建國長春路口,16,25.05469,121.53686,高
U107027,南京建國路口,42,25.05214,121.5368,高
U107028,捷運松江南京站(7號出口),75,25.05246,121.5332,高
U107029,朱崙商場,31,25.04762,121.54043,高
U107030,中吉公園,15,25.05604,121.53166,高
U107031,華山公園,19,25.0471,121.5277,高
U107032,建國北路一段17巷,45,25.04699,121.53735,高
U107033,江寧公園,15,25.0614,121.53929,高
U107034,民權龍江路口,32,25.06225,121.54107,高
U107035,捷運中山國小站(2號出口),59,25.06246,121.52705,中
U107036,捷運行天宮站(3號出口),42,25.05992,121.5333,中
U107037,林森農安街口,17,25.06531,121.52565,高
U107038,捷運中山國小站(4號出口),20,25.06283,121.52697,中
U107039,農安雙城街口,15,25.06491,121.52449,高
U107040,新生德惠街口,15,25.06652,121.52762,中
U107041,民族林森路口,20,25.06847,121.52559,高
U107042,臺北市立美術館,24,25.06987,121.52291,中
U107043,中山民族路口,16,25.06816,121.52265,高
U107044,新生高架停車場(林森北路107巷口),14,25.04983,121.52853,中
U107045,南京林森路口(東南側),10,25.05201,121.52556,中
U107046,仁德公園,18,25.05337,121.5289,高
U107047,中原公園,15,25.05583,121.52821,中
U107048,下埤公園,24,25.06682,121.54213,高
U107049,五常國中,16,25.06505,121.54366,高
U107050,榮星花園,38,25.06424,121.54037,高
U107051,民權建國路口,34,25.06251,121.53765,高
U107052,松江路431巷口,15,25.06585,121.53338,中
U107053,新喜公園,13,25.06533,121.53177,中
U107054,吉林路407巷口,15,25.06595,121.53041,高
U107055,民族松江路口,17,25.06833,121.5328,高
U107056,林安泰古厝,22,25.07154,121.53058,高
U107057,中山公民會館,20,25.06185,121.5226,中
U107058,渭水八德路口,23,25.04573,121.53508,中
U107059,捷運中山站(2號出口),33,25.05228,121.52176,高
U107060,撫順公園,20,25.06416,121.52203,中
U107061,新生公園,16,25.06839,121.53032,高
U107062,捷運行天宮站(1號出口),46,25.05867,121.53305,中
U107063,林森長春路口,28,25.05497,121.52536,高
U107064,建國農安街口,35,25.06503,121.53678,高
U107065,松江路77巷口,10,25.04985,121.53312,中
U107066,建國長安路口,20,25.04836,121.53669,高
U107067,市民新生路口,15,25.04611,121.53193,中
U107068,民權吉林路口,15,25.06269,121.53061,高
U107069,中山農安街口,17,25.0651,121.5224,高
U107070,捷運行政大樓,14,25.05575,121.52168,中
U107071,中吉公園(松江路188巷),22,25.0568,121.53191,中
U107072,吉林路123巷口,13,25.05731,121.53021,高
U107074,中原民生路口,15,25.05808,121.52887,高
U107075,國立臺北大學(臺北校區),38,25.05794,121.54244,高
U107076,錦州吉林路口,20,25.06028,121.52991,高
U107077,中山北路二段59巷口,12,25.05606,121.5229,中
U107078,永盛公園(民生東路一段23巷),24,25.05873,121.52488,高
U107079,新生錦州街口,20,25.05955,121.52744,中
U107080,濱江街199巷口,15,25.0734,121.53985,中
U107081,大佳社區公園,15,25.07275,121.5373,高
U107082,濱江果菜市場,22,25.06807,121.53673,高
U107083,興安合江路口,19,25.05619,121.53949,中
U107084,復興北路514巷口東側,10,25.06597,121.54117,中
U107085,台泥大樓,18,25.06142,121.52305,高
U107086,植福樂群路口,10,25.08303,121.5604,中
U107087,新興公園,20,25.06157,121.52439,高
U107088,南京伊通街口,11,25.05189,121.53517,中
U107089,南京龍江路口,15,25.05205,121.54012,中
U107090,撫順街41巷(崇德宮前),19,25.06389,121.51916,高
U107091,臺北市立圖書館大直分館,20,25.08152,121.54646,高
U107092,捷運大直站(1號出口),27,25.0801,121.54708,高
U107093,捷運松江南京站(4號出口),32,25.0512,121.53312,中
U107095,中429公園,15,25.07864,121.55557,高
U107096,長春路137巷口,16,25.05791,121.53114,中
U107097,松江民生路口,17,25.05765,121.53299,中
U107098,松江路132巷口,14,25.05277,121.53013,中
U107099,長春吉林路口,10,25.05481,121.53032,中
U107100,長春一江街口,11,25.05488,121.53142,中
U107101,捷運松江南京站(8號出口),20,25.05215,121.53276,中
U107102,南京一江街口,10,25.05215,121.53171,中
U107103,松江長春路口,16,25.05499,121.53295,中
U107104,經國七海文化園區,15,25.07802,121.53511,高
U107105,民族玉門街口,20,25.06873,121.52003,中
U107106,新生農安街口,15,25.06493,121.52778,中
U107107,稻江高級護理家事職業學校,14,25.06532,121.52848,中
U107108,捷運大直站(3號出口),18,25.07934,121.54671,中
U107109,樂群二明水路口,20,25.07983,121.55236,高
U107110,民權吉林路口(南側),16,25.06245,121.53014,高
U107111,長春龍江路口,24,25.05473,121.54026,高
U107112,民權新生路口,26,25.06305,121.52776,中
U107113,建國長春路口(北側),20,25.05476,121.53693,高
U107114,中山行政中心,24,25.06432,121.53349,高
U107115,臺北市立美術館,18,25.07063,121.52327,高
U107116,劍潭社區,18,25.08476,121.53789,高
U107117,濱江國小游泳池,16,25.07818,121.56175,高
U107118,林森公園,25,25.05223,121.52581,高
U107119,中428公園,15,25.07825,121.55337,中
U107120,復華公園,20,25.05339,121.5401,高
U107121,新生民族路口(西南側),15,25.06819,121.52767,中
U107122,捷運南京復興站(1號出口),21,25.05253,121.54256,中
U107123,八德市場(北側),16,25.04478,121.53661,中
U107124,龍江朱崙街口,14,25.05004,121.54043,高
U107125,大直街94巷,15,25.08431,121.54755,中
U107126,捷運南京復興站(8號出口),25,25.05196,121.5433,中
U107127,民權建國路口(南側),15,25.06228,121.53702,中
U107128,林森德惠街口,16,25.06688,121.5257,高
U107129,新生濱江街口(東南側),21,25.07059,121.52812,高
U107130,新生北路一段62巷口,20,25.04699,121.53075,中
U107131,新生長春路口(東北側),19,25.05532,121.52769,中
U107132,捷運劍南路站(1號出口),21,25.08519,121.55498,高
U107133,敬業三樂群三路口(西北側),16,25.08272,121.55624,中
U107134,長春路258巷2弄口,15,25.05427,121.53896,中
U107135,長寧大廈社區(南側),15,25.05418,121.54332,中
U107136,建國五常街口,20,25.06419,121.53732,高
U107137,中山北路二段62巷口,12,25.05676,121.52268,中
U107138,市民安東街口,20,25.0448,121.54213,中
U107139,市民大道二段5巷口,15,25.04812,121.52166,高
U107140,捷運中山站(3號出口),21,25.05236,121.52212,中
U108001,文湖街21巷118弄口,19,25.09122,121.55961,高
U108002,北勢湖環保公園,15,25.08378,121.56208,中
U108003,洲子一號公園,43,25.07977,121.56454,高
U108004,西康公園,16,25.08284,121.56449,中
U108005,文湖國小,31,25.08637,121.56088,高
U108006,文湖街81巷10號西側,14,25.08707,121.56406,中
U108007,德明財經科技大學,27,25.08637,121.56574,中
U108008,麗山國小,15,25.08311,121.57155,高
U108009,麗山高中,25,25.08398,121.57725,中
U108010,港華五號公園,16,25.08522,121.57462,中
U108011,大湖國小,25,25.08803,121.59958,中
U108012,安湖三號公園,12,25.07021,121.61593,中
U108013,東湖路113巷95弄,10,25.07177,121.61491,中
U108014,瑞光計程車服務站,20,25.0745,121.57389,中
U108015,文德三號公園(江南街71巷16弄),15,25.07524,121.5772,中
U108016,捷運大湖公園站(2號出口),28,25.08395,121.60185,高
U108018,康寧星雲街口,12,25.07958,121.59336,中
U108019,星雲街47號,15,25.07864,121.59177,中
U108020,捷運西湖站(1號出口),35,25.08301,121.56638,中
U108021,捷運西湖站(2號出口),12,25.08205,121.56716,中
U108022,洲子二號公園,60,25.07932,121.56869,高
U108023,港都公園,15,25.08296,121.5752,中
U108024,環山路二段26巷口,29,25.08598,121.572,中
U108025,成功金龍路口,23,25.08436,121.59478,高
U108026,碧山公園,31,25.0878,121.59227,高
U108027,金瑞公園,20,25.08785,121.5879,高
U108028,捷運文德站(2號出口),49,25.07842,121.58464,高
U108029,陽光公園,16,25.07695,121.58764,高
U108030,文德二號公園(南側),13,25.07504,121.58375,中
U108031,文德二號公園(北側),15,25.07758,121.58381,中
U108032,瑞陽公園,12,25.07777,121.57961,中
U108033,湖光國宅,22,25.07538,121.58079,高
U108034,潭美街213號,12,25.05575,121.58486,高
U108035,南京東路六段180號,21,25.0559,121.57991,高
U108036,潭美國小(南京舊宗路口),16,25.05768,121.58159,中
U108037,新明路343號,10,25.05653,121.58345,高
U108038,週美里活動廣場,17,25.0539,121.58084,高
U108039,內湖行政中心,25,25.06915,121.58898,高
U108040,樂康公園,20,25.07007,121.62055,高
U108041,安康路32巷24弄,21,25.06181,121.59447,中
U108043,明美公園,18,25.06256,121.58607,中
U108044,南京東路六段368巷,33,25.05827,121.58707,高
U108045,新明成功路口,18,25.06058,121.5911,高
U108046,民權瑞光路口,20,25.06835,121.58323,高
U108047,瑞光公共住宅(瑞光路),18,25.07335,121.57951,中
U108048,民權東路六段15巷,17,25.06853,121.57813,高
U108049,扶輪親恩公園,17,25.06709,121.58002,中
U108050,新湖三民善街口,15,25.06286,121.57497,高
U108051,內湖119號綠地,24,25.05594,121.57865,高
U108052,行善公園,20,25.05301,121.57592,高
U108054,三軍總醫院,14,25.07151,121.58991,高
U108055,福華商場,20,25.06877,121.59265,高
U108056,臺北市網球中心,16,25.0674,121.59749,高
U108057,捷運葫洲站(1號出口),25,25.07249,121.60796,高
U108058,麗湖國小,18,25.07332,121.60223,高
U108059,金湖路347巷125弄口,15,25.0733,121.59834,中
U108060,碧湖公園,15,25.07988,121.58287,中
U108061,碧湖公園(內湖路二段103巷),19,25.08317,121.58109,中
U108062,貿七社區,17,25.08357,121.58534,中
U108063,內湖區農會,12,25.08165,121.58891,中
U108064,捷運內湖站(2號出口),10,25.0835,121.59454,中
U108065,康寧金湖路口,14,25.07896,121.59921,高
U108066,康寧路一段156巷20弄口,17,25.07792,121.59354,中
U108067,安康公園,19,25.06657,121.6136,高
U108068,安泰街83巷,20,25.07669,121.61709,高
U108069,內溝溪生態展示館,8,25.08722,121.62306,高
U108070,捷運港墘站(2號出口),47,25.07967,121.57584,中
U108071,東湖國中,16,25.07334,121.61962,高
U108072,石潭公園(安康路),20,25.06261,121.59334,高
U108073,內湖垃圾焚化廠,20,25.06209,121.60347,高
U108074,康寧公園(北側),20,25.06927,121.61019,高
U108075,康寧路三段54巷口,15,25.0716,121.60936,高
U108076,行善路25巷口,21,25.05707,121.57658,高
U108077,新明路460巷口,15,25.05503,121.57823,高
U108078,下灣公園,16,25.06516,121.59561,高
U108079,民權東路六段245巷口,12,25.06708,121.60059,高
U108081,東湖國小,22,25.06854,121.61532,高
U108082,捷運內湖站(1號出口),28,25.08373,121.59406,高
U108083,瑞光港墘路口,15,25.07611,121.57487,中
U108084,瑞湖陽光街口,25,25.07296,121.57603,中
U108085,金龍公園,15,25.08554,121.59076,高
U108086,星雲街138巷1弄口,15,25.07943,121.59544,高
U108087,東湖一號公園,10,25.07567,121.6118,低
U108088,東湖二號公園,15,25.07415,121.61075,高
U108089,康湖二號公園(康寧醫院),16,25.07514,121.60857,高
U108090,堤頂大道新湖一路口,13,25.05892,121.57354,高
U108091,下灣公園(成功路),16,25.06682,121.5907,高
U108092,舊宗行善路口,9,25.05876,121.58062,中
U108093,新湖二路250巷口,20,25.06455,121.58262,高
U108094,成功路四段41巷口,12,25.08105,121.59205,高
U108095,金湖星雲街口,30,25.08151,121.59764,高
U108096,國防醫學院,15,25.06851,121.59559,高
U108097,民權東路六段190巷117弄口,15,25.06434,121.59399,高
U108098,內湖運動中心,21,25.07848,121.57493,中
U108099,九華公園,16,25.08844,121.56122,中
U108100,內湖路二段179巷口,16,25.08454,121.584,中
U108102,行善行愛路口,12,25.0606,121.58286,中
U108103,民善新湖二路口(家樂福內湖店),23,25.06017,121.57552,高
U108104,統振大樓,25,25.06007,121.60138,高
U108105,陽光街161巷口,16,25.07433,121.58584,高
U108106,潭美公園(南京東路六段368巷),18,25.05928,121.58617,高
U108107,西康二號公園,21,25.08503,121.5637,高
U108108,三民國中(民權東路六段47巷),13,25.06935,121.58692,高
U108109,瑞光路76巷口,12,25.07168,121.58125,中
U108110,捷運東湖站,28,25.06664,121.61351,高
U108111,新湖國小,12,25.06874,121.58923,中
U108112,碧山內湖路口,16,25.08627,121.5914,高
U108115,民權東路六段413巷,16,25.07038,121.60352,高
U108116,宏匯瑞光廣場(瑞光路),16,25.07676,121.57433,中
U108117,宏匯瑞光廣場(港墘路),20,25.07777,121.57562,中
U108118,康樂街151巷,14,25.07192,121.61955,高
U108119,內湖路一段360巷,15,25.0812,121.57067,中
U108120,成功路三段83號前,11,25.07823,121.5898,中
U108121,內湖路一段47巷,16,25.08781,121.55872,低
U108122,陽光舊宗路口,20,25.07243,121.57416,中
U108123,安湖公園,8,25.07392,121.61545,中
U108124,湖興公園,16,25.06671,121.58913,高
U108126,安泰街(康樂橋下),15,25.07849,121.61666,高
U108127,康樂綠地,15,25.07539,121.6203,高
U108128,捷運港墘站(1號出口),23,25.08004,121.57568,中
U108129,明美公園(行善路333巷),16,25.06058,121.5866,中
U108130,行善路383巷,17,25.06365,121.58609,高
U108131,舊宗新湖三路口,18,25.06321,121.57681,高
U108132,內湖運動公園,17,25.06766,121.57459,高
U108133,內湖路三段326巷口,15,25.08968,121.58352,中
U108134,成功公園,11,25.08416,121.59665,高
U108135,康寧路三段189巷93弄口,14,25.0735,121.61258,高
U108136,中國醫藥大學附設醫院臺北分院,13,25.08227,121.5909,高
U108137,康樂抽水站,15,25.06643,121.61732,高
U108138,環山路三段16巷口,13,25.08464,121.57945,中
U108139,文德一號綠地,15,25.0786,121.58302,高
U108140,臺北花市,20,25.06265,121.57427,高
U108141,行善社會住宅,23,25.06126,121.58201,高
U108142,康寧路三段99巷17弄口,15,25.0721,121.60991,高
U108143,堤頂大道二段407巷口,15,25.08019,121.56316,中
U108144,海德堡科技大樓,12,25.08156,121.56227,中
U108145,致伸科技大樓,17,25.08067,121.5656,中
U108146,內湖路一段288巷口,20,25.08202,121.56861,中
U108147,大都會客運內湖站,15,25.06749,121.57784,中
U108148,瑞湖公園,15,25.06888,121.57711,中
U108150,台灣世曦大樓,16,25.07345,121.57848,中
U108151,遠雄時代總部,14,25.07821,121.57103,中
U108152,瑞光路358巷口,14,25.07733,121.5727,中
U108153,大港墘公園(洲子街),18,25.07897,121.5737,中
U108154,世紀經貿,16,25.08049,121.57361,中
U108156,民權東路六段56巷口,15,25.06805,121.58488,高
U108157,新湖三行忠路72巷口,15,25.06605,121.58206,中
U108158,新湖三新湖二146巷口,15,25.06407,121.57787,中
U108159,舊宗新湖二路口,17,25.06151,121.57811,高
U108160,新光基湖大樓,19,25.08152,121.56489,中
U108161,內湖路一段120巷15弄,19,25.08203,121.56298,高
U108162,北勢湖環保公園(堤頂大道側),14,25.08318,121.56154,中
U108164,達爾文大樓,15,25.07941,121.57277,中
U108165,東湖四號公園,15,25.07074,121.61803,高
U108168,捷運西湖站(1號出口)內湖路側,13,25.08227,121.56709,中
U109001,承德路七段304巷口,20,25.1168,121.5048,高
U109002,洲美運動公園,20,25.10981,121.49886,高
U109003,榮華二明德路口,30,25.11357,121.52255,中
U109004,捷運明德站(1號出口),23,25.10896,121.51936,高
U109005,文林建民路口,20,25.10788,121.51457,高
U109006,永欣綠地,25,25.12416,121.52607,高
U109007,關渡宮,40,25.11739,121.46288,高
U109008,關渡自然公園,22,25.11884,121.46912,高
U109009,關渡醫院,14,25.1203,121.4665,高
U109010,捷運忠義站(1號出口),17,25.13149,121.47365,中
U109011,捷運關渡站(1號出口),54,25.12397,121.46712,高
U109012,捷運關渡站(2號出口),14,25.12618,121.46737,高
U109013,中央北路四段540巷口,19,25.12796,121.46782,高
U109014,大度立德路口,18,25.1231,121.47092,中
U109015,捷運復興崗站(1號出口),45,25.1378,121.4863,高
U109016,捷運復興崗站旅客服務中心,15,25.13666,121.48159,高
U109017,豐年公園,20,25.13475,121.49613,高
U109018,稻香重三路口,15,25.13997,121.48967,高
U109019,國防大學政治作戰學院,30,25.13776,121.49345,高
U109020,秀山區民活動中心,20,25.14582,121.49303,高
U109022,大業大同街口,42,25.13691,121.49987,高
U109023,捷運新北投站,42,25.13733,121.50339,高
U109024,捷運北投站,30,25.13187,121.499,高
U109025,捷運奇岩站(三合街),40,25.12634,121.50099,高
U109026,八仙里辦公處,16,25.12297,121.50158,高
U109028,大業路300巷口,20,25.12814,121.49782,高
U109029,立農公園,21,25.11798,121.50342,高
U109030,北投奇岩長青樂活大樓,15,25.12666,121.50373,高
U109031,捷運唭哩岸站(2號出口),54,25.12087,121.50523,高
U109032,北投運動中心,60,25.11666,121.50962,高
U109033,陽明大學,30,25.11912,121.51223,高
U109034,捷運石牌站(2號出口),56,25.11451,121.51567,高
