stop_id,stop_name,capacity,latitude,longitude,category
U109035,台北護理大學,28,25.11752,121.51662,高
U109036,捷運石牌站(1號出口),33,25.11542,121.51469,高
U109037,振興醫院,36,25.11753,121.52186,高
U109039,石牌國小,26,25.1144,121.51307,高
U109040,振興公園,13,25.11865,121.5235,中
U109041,立農國小,19,25.11978,121.50422,高
U109042,承德路七段280巷口,17,25.11587,121.50576,高
U109043,致遠一路二段11巷,22,25.11093,121.51382,高
U109044,榮富公園,13,25.1137,121.52437,中
U109045,中正高中,31,25.10467,121.51654,高
U109046,立功立德路口,32,25.12501,121.47158,高
U109047,中央北路四段30巷口,16,25.13539,121.478,高
U109048,陽明交大圖書館,37,25.12081,121.51352,高
U109049,捷運新北投站(2號出口),11,25.13675,121.50224,高
U109050,復興公園,14,25.13872,121.5021,高
U109051,承德石牌路口,17,25.11272,121.50922,高
U109052,承德路七段188巷口,16,25.11416,121.50771,高
U109053,捷運明德站(3號出口),41,25.11,121.51841,高
U109054,大豐公園,39,25.13102,121.50408,高
U109055,洲美公園,30,25.10032,121.50599,高
U109056,中和街455巷11弄,13,25.14319,121.49621,中
U109057,洲美蜆仔港公園,20,25.10065,121.51107,高
U109058,文化三杏林一路口,17,25.14058,121.49915,中
U109059,珠海復興一路口,15,25.14045,121.50446,高
U109060,裕民二路33巷,15,25.11535,121.51736,高
U109061,新奇岩社會住宅,12,25.12287,121.5037,高
U109062,泉源公園,15,25.14193,121.50835,高
U109063,奇岩4號綠地,12,25.12533,121.50573,高
U109064,臺北健康護理大學(教研大樓),15,25.11857,121.51846,中
U109065,奇岩一號公園,24,25.12862,121.5033,中
U109066,福星公園,18,25.1094,121.51248,高
U109067,中庸公園,12,25.13774,121.50142,高
U109068,豐年公園,18,25.13597,121.49702,中
U109070,光明溫泉路口,20,25.13431,121.50226,高
U109071,和信治癌中心醫院,18,25.12757,121.47207,中
U109072,致遠新村,15,25.14319,121.49093,高
U109073,北投公園露天溫泉,15,25.13684,121.50792,中
U109074,中和街493巷9弄口,16,25.1439,121.49447,中
U109075,捷運北投站(1號出口),50,25.13258,121.49862,高
U109076,石牌立農街口,29,25.11879,121.51921,中
U109077,捷運唭哩岸站(1號出口),20,25.12082,121.50727,高
U109078,大興光明路2巷口,14,25.13043,121.50017,高
U109079,捷運忠義站(2號出口),20,25.13076,121.47347,中
U109080,福國承德路口,15,25.10171,121.51263,高
U109081,捷運北投站(1號出口)(北投路側),31,25.13201,121.49817,高
U109082,華固創富中心,15,25.10392,121.51244,高
U109084,崇仰公園(公舘路255巷),20,25.12595,121.51098,高
U109085,北投文化公園(北側),15,25.13713,121.49706,中
U109086,中和綠地,13,25.1419,121.4989,中
U109087,大業路65巷口,15,25.12307,121.49906,高
U109088,公舘承德路口,17,25.11969,121.50169,高
U110002,捷運松山站(4號出口),19,25.04987,121.57785,高
U110003,塔悠八德路口,34,25.05009,121.57202,高
U110004,鵬程公園,24,25.05503,121.56876,高
U110005,中崙高中,50,25.04878,121.56087,高
U110006,捷運南京三民站(2號出口),19,25.05136,121.56283,中
U110007,捷運南京三民站(1號出口),35,25.05155,121.5636,中
U110008,光復北路11巷口,23,25.04937,121.558,高
U110009,捷運南京三民站(4號出口),13,25.05152,121.5646,中
U110010,西松高中,14,25.05492,121.56701,中
U110011,民權復興路口,27,25.0622,121.54565,高
U110012,民福三號綠地,15,25.06374,121.54767,高
U110013,民有一號公園,37,25.06095,121.54731,高
U110014,民生敦化路口,51,25.05804,121.54897,高
U110015,松基公園,20,25.0546,121.54486,中
U110016,三民路166巷口,12,25.0619,121.56328,高
U110017,民生活動中心,35,25.05907,121.56305,高
U110018,捷運小巨蛋站(2號出口),26,25.05157,121.55118,中
U110019,臺北市藝文推廣處,45,25.04826,121.55235,高
U110020,民生國小(敦化北路199巷),20,25.05633,121.55286,高
U110021,敦北公園,48,25.06118,121.55098,高
U110022,民權運動公園,21,25.062,121.56019,高
U110023,新東公園,36,25.05925,121.56888,高
U110024,民生光復路口,31,25.05834,121.55496,高
U110025,三民公園,22,25.061286751494,121.56667899245,高
U110026,八德路三段74巷口,17,25.04459,121.55252,中
U110027,八德路三段8巷口,15,25.04488,121.54992,中
U110028,三軍總醫院(松山分院),44,25.05419,121.55631,高
U110029,平安新城,16,25.05528,121.559,高
U110030,健康社會住宅,20,25.05433,121.56545,中
U110031,民權光復路口(東北側),24,25.06206,121.55475,中
U110032,市民東興路口,25,25.0484,121.56586,高
U110033,光復南路22巷口,29,25.04693,121.55771,高
U110034,光復南路58巷,12,25.04566,121.55656,中
U110035,松山新城,14,25.05347,121.55436,中
U110036,內政部營建署,33,25.04769,121.5448,高
U110037,南京光復路口,31,25.05143,121.55716,高
U110038,民生立體停車場,20,25.05846,121.55947,高
U110039,健康新城,35,25.05408,121.56095,高
U110040,健安新城,30,25.05606,121.56345,高
U110041,復盛公園,20,25.04763,121.56115,高
U110042,中崙福成宮,27,25.04524,121.54659,高
U110043,捷運南京復興站(7號出口),15,25.05278,121.54478,中
U110044,捷運南京復興站(5號出口),49,25.05168,121.54506,高
U110045,塔悠疏散門,32,25.0648,121.56788,高
U110046,臺北田徑場,42,25.04951,121.54941,高
U110047,捷運小巨蛋站(5號出口),22,25.05176,121.55352,中
U110048,敦化長春路口,34,25.0536,121.54871,高
U110049,饒河疏散門(基四號疏散門),19,25.05147,121.57683,高
U110050,捷運松山站(2號出口),14,25.05013,121.57635,中
U110051,民權東路三段106巷口,22,25.062,121.54472,中
U110052,南京東路五段59巷口,11,25.05163,121.55907,中
U110053,三民公園(塔悠路),20,25.06241,121.56831,高
U110054,寶清公園,13,25.05198,121.5681,中
U110055,西松公園,11,25.05406,121.56407,中
U110056,長壽公園,15,25.05378,121.55893,高
U110057,復源公園,14,25.04634,121.5542,中
U110058,南京東路四段179巷口,13,25.05173,121.55609,中
U110059,臺北田徑場(北寧路側),24,25.04954,121.55261,中
U110060,西松高中(健康路325巷),31,25.05567,121.56713,中
U110061,南京東興路口,20,25.05149,121.56535,中
U110062,捷運松山站(3號出口),48,25.04962,121.57746,高
U110063,介壽國中,12,25.05722,121.55706,高
U110064,敦化南京路口(東北側),14,25.05226,121.54926,中
U110065,敦化八德路口,20,25.04802,121.54864,中
U110066,新東街51巷口,23,25.0615,121.56332,高
U110067,八德立體停車場,16,25.04985,121.57189,高
U110068,長春慶城街口,16,25.05452,121.54636,中
U110069,八德路四段652巷口,20,25.04942,121.57503,中
U110070,捷運松山站(1號出口),15,25.05014,121.57692,中
U110071,捷運小巨蛋站(3號出口),15,25.05152,121.55243,中
U110072,捷運小巨蛋站(5號出口),20,25.05181,121.5521,中
U110073,敦化北路155巷口,30,25.0542,121.5491,中
U110074,民生復興路口,17,25.05764,121.54443,中
U110076,市民延吉街口,30,25.0444,121.55397,高
U110077,龍城市場,15,25.05454,121.55417,中
U110078,捷運南京三民站(3號出口),29,25.05129,121.56426,中
U110079,塔悠基隆路口(麥帥一橋下),20,25.05139,121.57062,高
U110080,五常街370巷,11,25.06432,121.54537,高
U111001,南港公園(東新街),20,25.04591,121.59226,高
U111002,南港公園(福德街),32,25.04128,121.59089,高
U111003,捷運昆陽站(1號出口),58,25.05014,121.59238,高
U111004,忠孝東路六段225巷口,35,25.04919,121.58832,高
U111005,捷運後山埤站(1號出口),53,25.04437,121.58133,高
U111006,合樂公園,15,25.04843,121.58154,高
U111007,合心廣場,38,25.04608,121.58315,高
U111008,成德國中,26,25.04592,121.5882,高
U111009,玉成公園,26,25.04281,121.58613,高
U111010,研究院舊莊街口,30,25.04239,121.61683,高
U111011,中研院綜合體育館東側,30,25.04054,121.61374,高
U111012,國家生技園區,30,25.04763,121.61145,高
U111013,捷運南港展覽館站(5號出口),56,25.05469,121.61669,高
U111014,中研公園,40,25.04697,121.61375,高
U111015,福山公園,20,25.04499,121.61775,高
U111016,舊莊區民活動中心,18,25.04139,121.6191,高
U111017,凌雲市場,20,25.03564,121.61415,高
U111018,市民大道八段532號,15,25.054,121.61334,高
U111019,捷運南港軟體園區(2號出口),34,25.05933,121.61677,高
U111020,南港國小,30,25.05668,121.61137,高
U111021,興中立體停車場(興中路),26,25.05629,121.607,高
U111022,臺北市立圖書館南港分館,40,25.05485,121.60866,高
U111023,東陽公園,30,25.05716,121.59792,高
U111024,向陽南港路口,21,25.05437,121.59423,高
U111025,南港車站(忠孝東路七段415巷),11,25.05252,121.60922,高
U111026,捷運南港站(2號出口),14,25.05201,121.60741,中
U111027,捷運南港站(1號出口),20,25.05192,121.60642,中
U111028,東新國小,22,25.05507,121.6028,高
U111029,中華科技大學,20,25.03392,121.60985,高
U111030,六福公園,19,25.04681,121.61703,高
U111031,南港加壓站,24,25.04805,121.61594,高
U111032,臺北流行音樂中心(南港路),21,25.05343,121.59945,高
U111033,興南公園,26,25.05766,121.60396,高
U111034,臺北流行音樂中心(市民大道),21,25.05211,121.59839,高
U111035,南港車站(市民大道),30,25.05326,121.60656,中
U111036,忠孝東路七段527巷口,15,25.05266,121.61275,中
U111037,南港軟體園區(新民街),19,25.05627,121.61369,高
U111038,世貿公園,35,25.05831,121.61422,高
U111039,凌雲五村(研究院路三段8巷),26,25.03595,121.61688,高
U111040,新新公園(昆陽街60巷),20,25.0521,121.59053,高
U111041,南港高中(昆陽街),14,25.05285,121.59279,中
U111042,南港路三段290巷口,20,25.05234,121.58152,高
U111043,南港路三段220巷口,25,25.05289,121.58599,高
U111044,南港東新街口,28,25.05168,121.58284,高
U111045,八德中坡路口,26,25.05064,121.5803,高
U111046,捷運後山埤站(3號出口),12,25.04511,121.5836,中
U111047,玉成公園運動中心,15,25.04193,121.58493,中
U111048,百福公園,18,25.03884,121.58788,中
U111049,南湖大橋(經貿二路255巷),20,25.06148,121.61384,高
U111050,園區重陽路口,13,25.05937,121.61072,高
U111051,南港車站B棟(市民大道),16,25.05293,121.60549,高
U111052,胡適公園,20,25.04014,121.61766,高
U111053,南港抽水站,13,25.06164,121.61267,高
U111054,經貿公園,20,25.06271,121.61597,高
U111055,育成高中,20,25.05853,121.60983,中
U111056,捷運南港展覽館站(7號出口),20,25.05436,121.6181,高
U111057,力行橋(南港),18,25.05172,121.61686,中
U111058,舊莊國小(舊莊街一段),15,25.03987,121.62015,高
U111059,向陽公園,17,25.05705,121.59265,高
U111060,小彎社會住宅,51,25.0582,121.59368,高
U111061,捷運南港展覽館站(6號出口),25,25.05465,121.6185,中
U111062,捷運南港展覽館站(4號出口),22,25.05535,121.61838,高
U111063,成德綠地,17,25.04675,121.58731,高
U111064,南港公園(東新街170巷),16,25.04134,121.59323,高
U111065,中坡市民路口(東北側),19,25.04969,121.58028,高
U111066,昆陽公園,14,25.0483,121.59425,高
U111067,南港路二段178巷口,18,25.05368,121.59969,高
U111068,南港車站(忠孝東路),24,25.05225,121.60766,中
U111069,南港車站(興華路),40,25.05343,121.60633,高
U111070,玉成公園(成福路178巷口),18,25.04177,121.58735,中
U111071,玉東公園(東新街),14,25.04998,121.58383,高
U111072,南港出租國宅社區,25,25.03878,121.59302,高
U111073,成福路197巷口,15,25.04066,121.58877,中
U111074,南港疏散門(基三號疏散門),15,25.05543,121.5892,高
U111075,成德立體停車場,14,25.04557,121.58629,高
U111076,南港展覽館2館,18,25.05545,121.61646,中
U111077,舊莊派出所,15,25.03827,121.62274,高
U111078,南港路三段80巷,15,25.05394,121.59124,高
U111079,捷運昆陽站(4號出口),28,25.05066,121.59431,中
U111080,忠孝東路六段278巷口,14,25.04916,121.58906,中
U111081,中研院人文社會科學館,20,25.04126,121.6118,高
U111082,南港路三段130巷口,12,25.05457,121.58781,高
U111083,南港路三段190巷口,16,25.05381,121.58638,高
U111084,忠孝東路六段212巷口,15,25.0488,121.58742,中
U111085,新富公園,13,25.05296,121.61713,中
U111086,東新街63巷口,15,25.04728,121.58605,高
U111087,中興公園,15,25.04487,121.61481,中
U111113,內湖機廠(港東街),15,25.058,121.62189,高
U112001,黎忠區民活動中心,16,25.02035,121.55769,高
U112002,基隆路二段159巷口,14,25.02561,121.55409,中
U112003,嘉興街175巷口,16,25.02811,121.55671,中
U112004,和平東路三段631巷口,15,25.0132,121.56335,中
U112005,和平東路三段530巷口,15,25.01545,121.56134,高
U112006,景勤二號公園,41,25.02698,121.55841,高
U112007,臺北醫學大學,55,25.02668,121.56175,高
U112008,三興公園,31,25.02868,121.55932,高
U112009,松德站,48,25.03162,121.57396,高
U112010,捷運象山站(2號出口),31,25.03222,121.56974,中
U112011,象山公園,34,25.02863,121.56981,中
U112012,松仁路253巷3弄,26,25.02678,121.56884,中
U112013,興雅國中,18,25.03616,121.56983,中
U112014,捷運象山站(1號出口),24,25.03295,121.56867,中
U112015,松德路200巷,41,25.03471,121.57301,高
U112016,中全公園,17,25.0382,121.57495,高
U112017,台北市災害應變中心,45,25.02868,121.56672,高
U112018,信義運動中心,33,25.03189,121.56678,高
U112019,捷運台北101/世貿站(3號出口),15,25.03275,121.56337,中
U112020,景新公園,17,25.03003,121.56287,中
U112021,光復信義路口東南側,16,25.03281,121.55756,中
U112022,三張犁,40,25.03452,121.5576,高
U112023,仁愛路四段496巷口,34,25.03745,121.5602,中
U112024,松山工農,34,25.03961,121.57199,高
U112025,松友公園,27,25.03423,121.57636,高
U112026,林口公園,41,25.03894,121.57915,高
U112027,松山家商,25,25.0347,121.58018,中
U112028,永春陂濕地公園,23,25.03301,121.58096,中
U112029,臺北市政府,63,25.03801,121.56541,中
U112030,松智松壽路口,39,25.03607,121.56535,中
U112031,市府松壽路口,28,25.03627,121.56383,中
U112032,市府松高路口,54,25.03899,121.56369,高
U112033,市民廣場,30,25.03599,121.56218,中
U112035,信義廣場(台北101),96,25.03306,121.5662,中
U112036,捷運台北101/世貿站(5號出口),15,25.03338,121.56333,中
U112037,春光公園,30,25.0427,121.58112,高
U112038,松仁路121巷口,31,25.03476,121.56865,中
U112039,福德國小,35,25.03846,121.58618,高
U112040,福德公園,35,25.03841,121.58355,高
U112042,松高路(信義新天地A4館),17,25.03918,121.56654,中
U112043,興雅松仁路口,65,25.0401,121.56822,高
U112044,福祥公園,19,25.04626,121.57045,高
U112045,吳興公車總站,56,25.02388,121.56984,高
U112046,泰和公園,34,25.0193,121.57105,中
U112047,興雅國小(基隆路一段37巷),15,25.04773,121.56895,中
U112048,雅祥公園(松信路50巷口),12,25.04732,121.57211,中
U112049,松山車站,63,25.0489,121.57841,高
U112050,五常公園,19,25.04797,121.57432,中
U112051,永吉松信路口,25,25.04548,121.57207,高
U112052,三興國小,22,25.02969,121.55766,高
U112053,市民松信路口,20,25.04927,121.57205,高
U112054,松山高中,38,25.0433,121.5638,高
U112055,基隆光復路口,17,25.03005,121.55764,中
U112056,基隆忠孝路口西南側,14,25.04108,121.5629,中
U112057,泰和里民活動中心,18,25.0213,121.57027,中
U112058,捷運後山埤站(2號出口),22,25.04395,121.58184,中
U112059,虎林永吉路口,15,25.04519,121.57712,高
U112060,永吉公園,18,25.04345,121.57539,高
U112061,永吉路321巷口,15,25.04561,121.57549,中
U112062,松山永吉路口,20,25.04623,121.57772,高
U112063,松山路292巷口,17,25.0432,121.57789,高
U112064,捷運象山站(3號出口),51,25.03295,121.5712,高
U112065,松德公園,25,25.03657,121.57349,高
U112066,世貿三館,30,25.03511,121.56369,中
U112067,松德虎林街口,25,25.0383,121.5762,高
U112068,富台公園,25,25.04185,121.57204,高
U112069,基隆路一段101巷口,23,25.04516,121.56702,高
U112070,捷運永春站(2號出口),28,25.0405,121.57538,高
U112071,吳興街260巷,32,25.02606,121.5631,高
U112072,松山家商(林口街),25,25.03593,121.57906,高
U112073,仁愛逸仙路口,28,25.03771,121.56124,中
U112074,安強公園,20,25.03693,121.57535,高
U112075,信義基隆路口,20,25.03321,121.55873,中
U112076,捷運台北101/世貿站(2號出口),49,25.0327,121.56157,高
U112078,吳興街284巷36弄口,25,25.02236,121.56268,中
U112079,協和祐德高級中學,20,25.0426,121.58381,中
U112080,福德國小公車站,10,25.03929,121.58755,中
U112081,松仁路95巷口,60,25.03656,121.56866,高
U112082,臺北南山廣場,55,25.03404,121.56598,高
U112083,景聯廣場,13,25.03214,121.55974,高
U112084,景平公園,13,25.02976,121.5642,中
U112085,捷運市政府站(3號出口),92,25.04084,121.56789,高
U112086,五分埔公園,18,25.04719,121.58058,高
U112087,松仁路305號,14,25.02306,121.57036,中
U112088,吳興街394巷口,12,25.02474,121.56741,中
U112089,忠孝東路五段215巷口,24,25.0409,121.5705,中
U112090,松勤莊敬路口,15,25.03203,121.5615,中
U112091,松仁松平路口,10,25.03047,121.56838,中
U112092,信義松德路口,18,25.03322,121.57433,高
U112093,捷運市政府站(4號出口),14,25.04146,121.56731,中
U112094,吳興街284巷(廣安宮),15,25.02326,121.56329,中
U112095,景勤二號公園(西南側),22,25.02605,121.5577,高
U112096,克勤新村,18,25.02589,121.56073,高
U112097,和平東路三段291號,15,25.02186,121.55532,高
U113001,德昌寶興街口(西北角),15,25.02365,121.49528,高
U113002,寶興長泰街口(西南角),17,25.0216,121.49597,中
U113003,萬大路486巷口,10,25.01975,121.4973,高
U113004,國興中華路口,14,25.02485,121.50898,高
U113005,古亭國中,20,25.02442,121.5107,高
U113006,國興水源路口,14,25.02297,121.50845,高
U113007,青年公園高爾夫球場,16,25.02481,121.50755,高
U113008,國興青年路口,30,25.02594,121.50651,高
U113009,青年公園棒球場,28,25.0241,121.50289,高
U113010,青年公園籃球場,16,25.02085,121.50539,高
U113012,復華花園新城,28,25.02964,121.50258,高
U113013,新和國小,20,25.02582,121.50255,高
U113014,莒光郵局,16,25.03124,121.50122,高
U113015,莒光立體停車場,10,25.03116,121.50336,高
U113016,艋舺大道146巷口,14,25.03301,121.5016,中
U113017,東園國小,27,25.02257,121.49807,高
U113018,華中疏散門,12,25.01688,121.49534,高
U113019,錦德公園,16,25.02332,121.49264,高
U113020,忠德公園,19,25.02516,121.49604,高
U113022,華江高中,50,25.02744,121.49619,高
U113023,西園艋舺路口,32,25.03267,121.49757,高
U113025,雙園國中,24,25.02673,121.49176,高
U113026,長順區民活動中心,26,25.03284,121.48908,高
U113027,華江國小,23,25.03397,121.49029,高
U113028,華江八號公園,20,25.03388,121.49293,高
U113029,環河南雙園街口,15,25.03203,121.49127,高
U113030,大理高中,37,25.03062,121.49021,高
U113031,糖廍文化園區,14,25.03383,121.4946,高
U113032,兩棵樹公園,17,25.03211,121.49502,高
U113033,萬華青年公宅,23,25.02021,121.50376,高
U113034,開封西寧路口,41,25.04662,121.50717,高
U113035,峨嵋停車場,47,25.04441,121.50541,高
U113036,長沙公園,24,25.0417,121.49992,高
U113037,貓公園(中興橋頭),15,25.04367,121.50218,高
U113038,西本願寺廣場,65,25.04099,121.50769,高
U113039,中華桂林路口,28,25.03771,121.50662,高
U113040,捷運龍山寺站(1號出口),30,25.03535,121.49938,高
U113041,龍山國小,24,25.0355,121.49541,高
U113042,華西公園,33,25.03852,121.49881,高
U113043,老松國小,40,25.03792,121.50177,高
U113044,萬華火車站,53,25.03364,121.50322,高
U113045,萬華火車站(D2廣場),17,25.03394,121.50117,中
U113046,捷運龍山寺站(3號出口),23,25.03509,121.50199,高
U113047,臺北市電影主題公園(峨嵋街),15,25.04445,121.50306,高
U113048,臺北市電影主題公園(康定路),15,25.04551,121.50318,高
U113049,中華峨嵋街口,24,25.04345,121.50841,高
U113050,萬華266號綠地,15,25.0403,121.50197,高
U113051,萬大國小(萬大路344巷口),18,25.02376,121.49986,高
U113052,德昌街10巷口,10,25.02533,121.4996,高
U113053,環河南和平西路口,20,25.03517,121.49048,高
U113054,長順街60巷口,15,25.03119,121.48858,高
U113055,西園公園,14,25.0271,121.49775,高
U113056,華江污水廠,20,25.03606,121.49163,高
U113057,柳鄉公園,21,25.03731,121.49526,中
U113058,綠堤社區公園,22,25.03286,121.49301,中
U113059,長順艋舺大道口,26,25.03035,121.49228,高
U113060,富民路145巷口,20,25.01796,121.49988,高
U113061,環南綜合市場,14,25.0286,121.48908,高
U113062,龍山國中,15,25.03646,121.50492,高
U113063,洛陽停車場,22,25.04776,121.50612,高
U113064,桂林昆明街口,20,25.03811,121.50362,高
U113065,萬華國中,26,25.02926,121.49936,高
U113066,青年公園3號出口,38,25.02273,121.50271,高
U113068,捷運龍山寺站(1號出口),36,25.03548,121.50026,高
U113069,莒光社會住宅,30,25.0317,121.50033,高
U113070,艋舺西藏路口,20,25.0287,121.49156,高
U113071,萬大路493巷,10,25.01975,121.4992,中
U113072,雙園國中地下停車場,12,25.02768,121.49134,高
U113073,青年路152巷口,16,25.01979,121.5009,高
U119005,臺大水源舍區A棟,37,25.01493,121.53044,高
U119006,臺大卓越研究大樓,32,25.01466,121.52917,高
U119007,臺大水源修齊會館,18,25.01411,121.52997,中
U119008,臺大檔案展示館,10,25.01391,121.52895,中
U119009,臺大水源舍區B棟,30,25.01525,121.53009,高
U119043,臺大男八舍東側,42,25.01729,121.54531,中
U119044,臺大禮賢樓東南側,23,25.01408,121.53759,中
U119045,臺大農業陳列館北側,45,25.01839,121.53404,高
U119046,臺大管理學院二館北側,40,25.01355,121.53673,中
U119047,臺大土木系館,30,25.01761,121.53844,中
U119048,臺大大一女舍北側,53,25.01547,121.53436,中
U119049,臺大女九舍西南側,62,25.01937,121.53902,高
U119050,臺大小福樓東側,31,25.01846,121.5376,高
U119051,臺大立體機車停車場,27,25.01616,121.54251,中
U119052,臺大工綜館南側,26,25.01857,121.54059,中
U119053,臺大天文數學館南側,19,25.02108,121.53783,中
U119054,臺大心理系館南側,30,25.01941,121.5404,中
U119055,臺大樂學館東側,28,25.01793,121.53585,中
U119056,臺大農化新館西側,10,25.01627,121.53535,中
U119057,臺大五號館西側,20,25.01666,121.53718,中
U119058,臺大舊體育館西側,33,25.0198,121.53583,中
U119059,臺大共同教室北側,20,25.01595,121.53791,低
U119060,臺大共同教室東南側,12,25.01566,121.53786,低
U119061,臺大鹿鳴堂東側,27,25.01511,121.53786,中
U119062,臺大公館停車場西北側,12,25.01345,121.53798,中
U119063,臺大第二行政大樓南側,27,25.01603,121.53635,中
U119064,臺大明達館機車停車場,28,25.01754,121.54398,中
U119065,臺大二號館,10,25.01699,121.53574,低
U119066,臺大凝態館南側,20,25.02157,121.53633,中
U119067,臺大社科院西側,42,25.02053,121.54145,中
U119068,臺大社會系館南側,39,25.01987,121.54175,高
U119069,臺大思亮館東南側,10,25.02074,121.53906,中
U119070,臺大椰林小舖,48,25.01561,121.53583,中
U119071,臺大計資中心南側,34,25.02036,121.53992,中
U119072,臺大原分所北側,12,25.01881,121.53868,中
U119074,臺大生命科學館西北側,30,25.01548,121.53825,中
U119075,臺大第一活動中心西南側,40,25.01761,121.53995,中
U119076,臺大博理館西側,22,25.01922,121.54195,中
U119077,臺大博雅館西側,56,25.0189,121.536,高
U119078,臺大森林館北側,10,25.01704,121.53888,中
U119079,臺大一號館,19,25.01698,121.53455,中
U119080,臺大小小福西南側,10,25.01539,121.53686,低
U119081,臺大教研館北側,11,25.01337,121.53909,中
U119082,臺大四號館東北側,10,25.01703,121.53781,低
U119083,臺大新生教室南側,18,25.0196,121.53846,中
U119084,臺大鄭江樓北側,10,25.019,121.54305,中
U119085,臺大電機二館東南側,14,25.01857,121.54247,中
U119086,臺大圖資系館北側,25,25.01804,121.53928,中
U119087,臺大總圖書館西南側,30,25.0169,121.54031,中
U119088,臺大黑森林西側,20,25.01995,121.54347,中
U119089,臺大獸醫館南側,24,25.01791,121.54242,中
U119090,臺大新體育館東南側,40,25.02112,121.53591,高
U119091,臺大明達館北側(員工宿舍),18,25.01816,121.54469,中
